"BehaviorSpace results (NetLogo 6.2.2)"
"IdeoEpiChamberAvowal.nlogo"
"IncongruentPnnOyy"
"04/13/2022 10:10:44:427 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","max-motivated-bias","StartType","small-world?","motivated-bias","layout?","[step]","count turtles","count links","average-bubble","Yes.vlib","Yes.lib","Yes.m","Yes.con","Yes.vcon","No.vlib","No.lib","No.m","No.con","No.vcon"
"35","0","PnnOyy","true","0","false","14","200","2168","0.6129697804202994","0.5769230769230769","0.5952380952380952","0.6857142857142857","0.8421052631578947","1","0.4230769230769231","0.40476190476190477","0.3142857142857143","0.15789473684210525","0"
"34","0","PnnOyy","true","0","false","11","200","2132","0.6496864224981231","0.4782608695652174","0.14893617021276595","0.38571428571428573","0.5454545454545454","1","0.5217391304347826","0.851063829787234","0.6142857142857143","0.45454545454545453","0"
"33","0","PnnOyy","true","0","false","11","200","2183","0.6331550849788666","0.16666666666666666","0.13513513513513514","0.1","0.16279069767441862","0.3076923076923077","0.8333333333333334","0.8648648648648649","0.9","0.8372093023255814","0.6923076923076923"
"43","0","PnnOyy","true","0","false","10","200","2186","0.6315568916964197","1","1","1","1","1","0","0","0","0","0"
"37","0","PnnOyy","true","0","false","13","200","2143","0.6234832527189237","0","0","0","0","0","1","1","1","1","1"
"41","0","PnnOyy","true","0","false","14","200","2188","0.6305807598873503","0.23809523809523808","0.23529411764705882","0.3","0.3695652173913043","0.3103448275862069","0.7619047619047619","0.7647058823529411","0.7","0.6304347826086957","0.6896551724137931"
"40","0","PnnOyy","true","0","false","16","200","2188","0.6332765637107431","1","1","1","1","1","0","0","0","0","0"
"21","0","PnnOyy","true","0","false","100","200","2157","0.6486293818874498","0.03125","0.3076923076923077","0.4857142857142857","0.7142857142857143","0.8333333333333334","0.96875","0.6923076923076923","0.5142857142857142","0.2857142857142857","0.16666666666666666"
"20","0","PnnOyy","true","0","false","100","200","2168","0.6341193708122268","0.5555555555555556","0.4807692307692308","0.5571428571428572","0.6071428571428571","0.8571428571428571","0.4444444444444444","0.5192307692307693","0.44285714285714284","0.39285714285714285","0.14285714285714285"
"38","0","PnnOyy","true","0","false","7","200","2168","0.636099288407833","0.13333333333333333","0.13114754098360656","0.2571428571428571","0.47368421052631576","0.75","0.8666666666666667","0.8688524590163934","0.7428571428571429","0.5263157894736842","0.25"
"45","0","PnnOyy","true","0","false","15","200","2166","0.6359051882575512","0","0","0","0","0","1","1","1","1","1"
"46","0","PnnOyy","true","0","false","10","200","2156","0.6245154282760057","0","0","0","0","0","1","1","1","1","1"
"44","0","PnnOyy","true","0","false","17","200","2146","0.6329855740325636","0","0","0","0","0","1","1","1","1","1"
"47","0","PnnOyy","true","0","false","21","200","2153","0.6211862598242163","1","1","1","1","1","0","0","0","0","0"
"51","0","PnnOyy","true","0","false","5","200","2144","0.6127588836540153","0.42105263157894735","0.6097560975609756","0.45714285714285713","0.6923076923076923","0.5833333333333334","0.5789473684210527","0.3902439024390244","0.5428571428571428","0.3076923076923077","0.4166666666666667"
"48","0","PnnOyy","true","0","false","13","200","2195","0.6151146564967352","0","0","0","0","0","1","1","1","1","1"
"49","0","PnnOyy","true","0","false","6","200","2223","0.6104386838297727","1","1","1","1","1","0","0","0","0","0"
"53","0","PnnOyy","true","0","false","14","200","2138","0.6377134456060518","0.37142857142857144","0.8333333333333334","0.7428571428571429","0.875","1","0.6285714285714286","0.16666666666666666","0.2571428571428571","0.125","0"
"52","0","PnnOyy","true","0","false","16","200","2165","0.6214941912027622","0","0","0","0","0","1","1","1","1","1"
"50","0","PnnOyy","true","0","false","4","200","2138","0.6143220517047332","0.45454545454545453","0.3333333333333333","0.4714285714285714","0.4146341463414634","0.5714285714285714","0.5454545454545454","0.6666666666666666","0.5285714285714286","0.5853658536585366","0.42857142857142855"
"28","0","PnnOyy","true","0","false","100","200","2198","0.6320985393300957","0.06451612903225806","0.21875","0.37142857142857144","0.5416666666666666","0.5789473684210527","0.9354838709677419","0.78125","0.6285714285714286","0.4583333333333333","0.42105263157894735"
"56","0","PnnOyy","true","0","false","6","200","2148","0.626167655546911","0","0.09090909090909091","0.2608695652173913","0.2553191489361702","0.5294117647058824","1","0.9090909090909091","0.7391304347826086","0.7446808510638298","0.47058823529411764"
"54","0","PnnOyy","true","0","false","20","200","2127","0.6131880583880059","0","0","0","0","0","1","1","1","1","1"
"42","0","PnnOyy","true","0","false","100","200","2169","0.6222996062905707","0.5","0.6470588235294118","0.6285714285714286","0.6304347826086957","0.625","0.5","0.35294117647058826","0.37142857142857144","0.3695652173913043","0.375"
"60","0","PnnOyy","true","0","false","6","200","2124","0.6208401034787296","0","0.34285714285714286","0.4857142857142857","0.8","0.8888888888888888","1","0.6571428571428571","0.5142857142857142","0.2","0.1111111111111111"
"59","0","PnnOyy","true","0","false","12","200","2142","0.6342249167657679","0","0","0","0","0","1","1","1","1","1"
"55","0","PnnOyy","true","0","false","21","200","2171","0.6277693306154982","0","0","0","0","0","1","1","1","1","1"
"57","0","PnnOyy","true","0","false","12","200","2166","0.6284810824125471","0.45454545454545453","0.625","0.8857142857142857","0.9166666666666666","1","0.5454545454545454","0.375","0.11428571428571428","0.08333333333333333","0"
"58","0","PnnOyy","true","0","false","10","200","2183","0.6013646574769584","0.4","0.5","0.35714285714285715","0.5294117647058824","0.35","0.6","0.5","0.6428571428571429","0.47058823529411764","0.65"
"39","0","PnnOyy","true","0","false","100","200","2138","0.624825145607896","0.09090909090909091","0.20930232558139536","0.5428571428571428","0.5945945945945946","0.9642857142857143","0.9090909090909091","0.7906976744186046","0.45714285714285713","0.40540540540540543","0.03571428571428571"
"68","0","PnnOyy","true","0","false","6","200","2188","0.6290430767097056","0.11764705882352941","0.6","0.7571428571428571","0.9777777777777777","1","0.8823529411764706","0.4","0.24285714285714285","0.022222222222222223","0"
"70","0","PnnOyy","true","0","false","9","200","2153","0.6169173223434192","0.13333333333333333","0.23684210526315788","0.4142857142857143","0.47619047619047616","0.8285714285714286","0.8666666666666667","0.7631578947368421","0.5857142857142857","0.5238095238095238","0.17142857142857143"
"62","0","PnnOyy","true","0","false","14","200","2211","0.6316336351498832","0.7083333333333334","0.45","0.4714285714285714","0.575","0.7307692307692307","0.2916666666666667","0.55","0.5285714285714286","0.425","0.2692307692307692"
"64","0","PnnOyy","true","0","false","12","200","2171","0.612911593154666","0","0","0","0","0","1","1","1","1","1"
"67","0","PnnOyy","true","0","false","17","200","2151","0.6242138110954658","1","1","1","1","1","0","0","0","0","0"
"65","0","PnnOyy","true","0","false","15","200","2178","0.6165208956996002","0","0","0","0","0","1","1","1","1","1"
"66","0","PnnOyy","true","0","false","15","200","2158","0.6146081631107515","0.7647058823529411","0.6756756756756757","0.7428571428571429","0.7906976744186046","0.9393939393939394","0.23529411764705882","0.32432432432432434","0.2571428571428571","0.20930232558139536","0.06060606060606061"
"63","0","PnnOyy","true","0","false","11","200","2174","0.6244936785102321","0","0","0","0","0","1","1","1","1","1"
"72","0","PnnOyy","true","0","false","7","200","2161","0.6358720655357173","0","0.07407407407407407","0.2608695652173913","0.20754716981132076","0.6382978723404256","1","0.9259259259259259","0.7391304347826086","0.7924528301886793","0.3617021276595745"
"76","0","PnnOyy","true","0","false","6","200","2163","0.6317278973571987","0.14285714285714285","0.2708333333333333","0.5428571428571428","0.6875","0.8275862068965517","0.8571428571428571","0.7291666666666666","0.45714285714285713","0.3125","0.1724137931034483"
"74","0","PnnOyy","true","0","false","12","200","2161","0.6159215899194062","0","0","0","0","0","1","1","1","1","1"
"75","0","PnnOyy","true","0","false","12","200","2146","0.6326027120786812","0","0","0","0","0","1","1","1","1","1"
"71","0","PnnOyy","true","0","false","12","200","2125","0.6276089375197862","0","0","0","0","0","1","1","1","1","1"
"77","0","PnnOyy","true","0","false","16","200","2155","0.627408139571352","0.9767441860465116","0.8260869565217391","0.9142857142857143","0.7941176470588235","1","0.023255813953488372","0.17391304347826086","0.08571428571428572","0.20588235294117646","0"
"78","0","PnnOyy","true","0","false","18","200","2158","0.6237045194123274","1","1","1","1","1","0","0","0","0","0"
"61","0","PnnOyy","true","0","false","26","200","2182","0.6223603188653282","0","0","0","0","0","1","1","1","1","1"
"81","0","PnnOyy","true","0","false","7","200","2171","0.633850090303282","0.5","0.6511627906976745","0.44285714285714284","0.40540540540540543","0.5714285714285714","0.5","0.3488372093023256","0.5571428571428572","0.5945945945945946","0.42857142857142855"
"83","0","PnnOyy","true","0","false","7","200","2132","0.6321407317478285","0.1935483870967742","0.4878048780487805","0.44285714285714284","0.48717948717948717","0.7368421052631579","0.8064516129032258","0.5121951219512195","0.5571428571428572","0.5128205128205128","0.2631578947368421"
"79","0","PnnOyy","true","0","false","17","200","2136","0.6209652939322795","0","0","0","0","0","1","1","1","1","1"
"84","0","PnnOyy","true","0","false","7","200","2153","0.6115643308767486","0.5","0.25","0.5142857142857142","0.4090909090909091","0.5263157894736842","0.5","0.75","0.4857142857142857","0.5909090909090909","0.47368421052631576"
"85","0","PnnOyy","true","0","false","8","200","2154","0.6219477024143124","0","0","0.11428571428571428","0.044444444444444446","0.47619047619047616","1","1","0.8857142857142857","0.9555555555555556","0.5238095238095238"
"88","0","PnnOyy","true","0","false","11","200","2158","0.6341563277382684","0","0","0","0","0","1","1","1","1","1"
"87","0","PnnOyy","true","0","false","17","200","2137","0.6447441429498763","1","1","1","1","1","0","0","0","0","0"
"90","0","PnnOyy","true","0","false","9","200","2152","0.6315504265604599","0.2857142857142857","0.5909090909090909","0.6571428571428571","0.8055555555555556","0.9545454545454546","0.7142857142857143","0.4090909090909091","0.34285714285714286","0.19444444444444445","0.045454545454545456"
"69","0","PnnOyy","true","0","false","100","200","2155","0.6374641163715346","0.10526315789473684","0.3888888888888889","0.7285714285714285","0.8409090909090909","0.967741935483871","0.8947368421052632","0.6111111111111112","0.2714285714285714","0.1590909090909091","0.03225806451612903"
"89","0","PnnOyy","true","0","false","8","200","2182","0.6179406533887629","0.375","0.2894736842105263","0.32857142857142857","0.3333333333333333","0.4117647058823529","0.625","0.7105263157894737","0.6714285714285714","0.6666666666666666","0.5882352941176471"
"91","0","PnnOyy","true","0","false","8","200","2135","0.6274710866476177","0","0.02857142857142857","0.18571428571428572","0.13333333333333333","0.6451612903225806","1","0.9714285714285714","0.8142857142857143","0.8666666666666667","0.3548387096774194"
"86","0","PnnOyy","true","0","false","33","200","2179","0.605227019637929","0","0","0","0","0","1","1","1","1","1"
"92","0","PnnOyy","true","0","false","19","200","2159","0.6376630768490037","1","1","1","1","1","0","0","0","0","0"
"73","0","PnnOyy","true","0","false","100","200","2183","0.6182516251622656","0.0967741935483871","0.6666666666666666","0.6857142857142857","0.8409090909090909","0.9473684210526315","0.9032258064516129","0.3333333333333333","0.3142857142857143","0.1590909090909091","0.05263157894736842"
"93","0","PnnOyy","true","0","false","12","200","2141","0.6421611663708489","0","0","0","0","0","1","1","1","1","1"
"98","0","PnnOyy","true","0","false","15","200","2142","0.6169222002712508","0.20689655172413793","0.55","0.6571428571428571","0.75","1","0.7931034482758621","0.45","0.34285714285714286","0.25","0"
"94","0","PnnOyy","true","0","false","18","200","2169","0.6241093389169869","0","0","0","0","0","1","1","1","1","1"
"100","0","PnnOyy","true","0","false","8","200","2146","0.6232815534717235","0.5","0.95","0.7714285714285715","0.8","0.9642857142857143","0.5","0.05","0.22857142857142856","0.2","0.03571428571428571"
"101","0","PnnOyy","true","0","false","8","200","2165","0.6310544013407755","0.045454545454545456","0.2222222222222222","0.08571428571428572","0.18181818181818182","0.14285714285714285","0.9545454545454546","0.7777777777777778","0.9142857142857143","0.8181818181818182","0.8571428571428571"
"96","0","PnnOyy","true","0","false","17","200","2121","0.6342165806190441","0","0","0","0","0","1","1","1","1","1"
"103","0","PnnOyy","true","0","false","6","200","2151","0.6142026600831452","0.3684210526315789","0.6585365853658537","0.7","0.7435897435897436","0.8064516129032258","0.631578947368421","0.34146341463414637","0.3","0.2564102564102564","0.1935483870967742"
"80","0","PnnOyy","true","0","false","100","200","2193","0.6224355005094399","0.0625","0.46511627906976744","0.35714285714285715","0.3783783783783784","0.47058823529411764","0.9375","0.5348837209302325","0.6428571428571429","0.6216216216216216","0.5294117647058824"
"82","0","PnnOyy","true","0","false","100","200","2163","0.6180765527640409","0.25","0.5135135135135135","0.45714285714285713","0.5813953488372093","0.5555555555555556","0.75","0.4864864864864865","0.5428571428571428","0.4186046511627907","0.4444444444444444"
"105","0","PnnOyy","true","0","false","8","200","2140","0.616145260836496","0.15384615384615385","0.7297297297297297","0.7428571428571429","0.8372093023255814","0.7297297297297297","0.8461538461538461","0.2702702702702703","0.2571428571428571","0.16279069767441862","0.2702702702702703"
"106","0","PnnOyy","true","0","false","10","200","2153","0.6074351975335064","1","1","1","1","1","0","0","0","0","0"
"107","0","PnnOyy","true","0","false","4","200","2180","0.6195692362623261","0.16216216216216217","0.46","0.45714285714285713","0.6333333333333333","0.7692307692307693","0.8378378378378378","0.54","0.5428571428571428","0.36666666666666664","0.23076923076923078"
"108","0","PnnOyy","true","0","false","7","200","2138","0.6262636240267067","0.21052631578947367","0.6222222222222222","0.6571428571428571","0.7428571428571429","1","0.7894736842105263","0.37777777777777777","0.34285714285714286","0.2571428571428571","0"
"111","0","PnnOyy","true","0","false","11","200","2190","0.6111886427382345","0","0","0","0","0","1","1","1","1","1"
"109","0","PnnOyy","true","0","false","14","200","2147","0.6406289492453173","0.3055555555555556","0.7037037037037037","0.7714285714285715","1","1","0.6944444444444444","0.2962962962962963","0.22857142857142856","0","0"
"110","0","PnnOyy","true","0","false","16","200","2179","0.6393731668889562","1","1","1","1","1","0","0","0","0","0"
"112","0","PnnOyy","true","0","false","12","200","2176","0.6132047085338144","0","0.23076923076923078","0.44285714285714284","0.6585365853658537","0.6","1","0.7692307692307693","0.5571428571428572","0.34146341463414637","0.4"
"115","0","PnnOyy","true","0","false","6","200","2153","0.6320740836376113","0","0.28","0.38571428571428573","0.5333333333333333","0.8947368421052632","1","0.72","0.6142857142857143","0.4666666666666667","0.10526315789473684"
"113","0","PnnOyy","true","0","false","16","200","2139","0.6398516052262054","0","0","0","0","0","1","1","1","1","1"
"97","0","PnnOyy","true","0","false","100","200","2213","0.6402607087187216","0.6428571428571429","0.52","0.7142857142857143","0.8","1","0.35714285714285715","0.48","0.2857142857142857","0.2","0"
"114","0","PnnOyy","true","0","false","8","200","2184","0.622200358256334","0.125","0.41379310344827586","0.5571428571428572","0.5098039215686274","0.5714285714285714","0.875","0.5862068965517241","0.44285714285714284","0.49019607843137253","0.42857142857142855"
"95","0","PnnOyy","true","0","false","100","200","2143","0.61781596297247","0.7","0.3333333333333333","0.5571428571428572","0.5454545454545454","0.55","0.3","0.6666666666666666","0.44285714285714284","0.45454545454545453","0.45"
"116","0","PnnOyy","true","0","false","12","200","2160","0.620881516785266","0.6571428571428571","0.7291666666666666","0.6571428571428571","0.59375","0.8666666666666667","0.34285714285714286","0.2708333333333333","0.34285714285714286","0.40625","0.13333333333333333"
"99","0","PnnOyy","true","0","false","100","200","2143","0.6255806413640209","0","0.047619047619047616","0.32857142857142857","0.5526315789473685","1","1","0.9523809523809523","0.6714285714285714","0.4473684210526316","0"
"119","0","PnnOyy","true","0","false","14","200","2127","0.6327873998940623","0","0.125","0.2571428571428571","0.25","0.8285714285714286","1","0.875","0.7428571428571429","0.75","0.17142857142857143"
"117","0","PnnOyy","true","0","false","12","200","2172","0.6234891298125873","0.46153846153846156","0.627906976744186","0.6285714285714286","0.7297297297297297","1","0.5384615384615384","0.37209302325581395","0.37142857142857144","0.2702702702702703","0"
"122","0","PnnOyy","true","0","false","6","200","2152","0.647263435086482","0.6","0.35714285714285715","0.5857142857142857","0.6578947368421053","0.9142857142857143","0.4","0.6428571428571429","0.4142857142857143","0.34210526315789475","0.08571428571428572"
"120","0","PnnOyy","true","0","false","13","200","2194","0.608165822641501","0.0967741935483871","0.26","0.14285714285714285","0.26666666666666666","0.15789473684210525","0.9032258064516129","0.74","0.8571428571428571","0.7333333333333333","0.8421052631578947"
"125","0","PnnOyy","true","0","false","4","200","2183","0.614790471547207","0.5862068965517241","0.425","0.44285714285714284","0.5","0.38095238095238093","0.41379310344827586","0.575","0.5571428571428572","0.5","0.6190476190476191"
"123","0","PnnOyy","true","0","false","13","200","2155","0.6172974298478234","0.15","0.0975609756097561","0.22857142857142856","0.20512820512820512","0.4666666666666667","0.85","0.9024390243902439","0.7714285714285715","0.7948717948717948","0.5333333333333333"
"124","0","PnnOyy","true","0","false","6","200","2175","0.6199340525032104","0.25","0.5384615384615384","0.5428571428571428","0.7560975609756098","0.8636363636363636","0.75","0.46153846153846156","0.45714285714285713","0.24390243902439024","0.13636363636363635"
"104","0","PnnOyy","true","0","false","100","200","2125","0.6226325663777436","0.32142857142857145","0.48717948717948717","0.6142857142857143","0.6585365853658537","0.6818181818181818","0.6785714285714286","0.5128205128205128","0.38571428571428573","0.34146341463414637","0.3181818181818182"
"102","0","PnnOyy","true","0","false","100","200","2131","0.6284320468939939","0","0.175","0.22857142857142856","0.35","0.627906976744186","1","0.825","0.7714285714285715","0.65","0.37209302325581395"
"126","0","PnnOyy","true","0","false","12","200","2152","0.6147023254103587","0.3103448275862069","0.32558139534883723","0.32857142857142857","0.5135135135135135","0.5238095238095238","0.6896551724137931","0.6744186046511628","0.6714285714285714","0.4864864864864865","0.47619047619047616"
"128","0","PnnOyy","true","0","false","8","200","2152","0.6354539010212277","0.2857142857142857","0.5","0.5142857142857142","0.575","1","0.7142857142857143","0.5","0.4857142857142857","0.425","0"
"129","0","PnnOyy","true","0","false","10","200","2167","0.6158386799048992","0","0","0","0","0","1","1","1","1","1"
"132","0","PnnOyy","true","0","false","10","200","2177","0.617088715586271","1","1","1","1","1","0","0","0","0","0"
"130","0","PnnOyy","true","0","false","13","200","2146","0.6392830278183416","0.020833333333333332","0.11320754716981132","0.11428571428571428","0.14814814814814814","0","0.9791666666666666","0.8867924528301887","0.8857142857142857","0.8518518518518519","1"
"131","0","PnnOyy","true","0","false","12","200","2188","0.6260187139007877","0.35714285714285715","0.15151515151515152","0.18571428571428572","0.14893617021276595","0.19444444444444445","0.6428571428571429","0.8484848484848485","0.8142857142857143","0.851063829787234","0.8055555555555556"
"133","0","PnnOyy","true","0","false","11","200","2167","0.6158199328339076","0.35294117647058826","0.8285714285714286","0.8285714285714286","0.9333333333333333","0.9696969696969697","0.6470588235294118","0.17142857142857143","0.17142857142857143","0.06666666666666667","0.030303030303030304"
"135","0","PnnOyy","true","0","false","8","200","2132","0.6250473020989943","0","0","0","0","0","1","1","1","1","1"
"136","0","PnnOyy","true","0","false","14","200","2167","0.623339977918479","1","1","1","1","1","0","0","0","0","0"
"139","0","PnnOyy","true","0","false","7","200","2170","0.6286957620698267","0.041666666666666664","0.2571428571428571","0.4857142857142857","0.6","0.5769230769230769","0.9583333333333334","0.7428571428571429","0.5142857142857142","0.4","0.4230769230769231"
"127","0","PnnOyy","true","0","false","24","200","2134","0.6375717505306837","0","0","0","0","0","1","1","1","1","1"
"138","0","PnnOyy","true","0","false","9","200","2158","0.6341032339370648","0","0.21739130434782608","0.34285714285714286","0.6764705882352942","1","1","0.782608695652174","0.6571428571428571","0.3235294117647059","0"
"142","0","PnnOyy","true","0","false","8","200","2145","0.6255000699172301","0.034482758620689655","0.13793103448275862","0.42857142857142855","0.47058823529411764","0.9523809523809523","0.9655172413793104","0.8620689655172413","0.5714285714285714","0.5294117647058824","0.047619047619047616"
"137","0","PnnOyy","true","0","false","12","200","2190","0.6318953803438074","0.6842105263157895","0.9302325581395349","0.9","0.9459459459459459","1","0.3157894736842105","0.06976744186046512","0.1","0.05405405405405406","0"
"141","0","PnnOyy","true","0","false","17","200","2159","0.6381230616707783","0","0","0.12857142857142856","0.06666666666666667","0.42424242424242425","1","1","0.8714285714285714","0.9333333333333333","0.5757575757575758"
"140","0","PnnOyy","true","0","false","23","200","2128","0.6438440745238009","0","0","0","0","0","1","1","1","1","1"
"118","0","PnnOyy","true","0","false","100","200","2174","0.6268198564267495","0.42857142857142855","0.3023255813953488","0.38571428571428573","0.4594594594594595","0.6511627906976745","0.5714285714285714","0.6976744186046512","0.6142857142857143","0.5405405405405406","0.3488372093023256"
"147","0","PnnOyy","true","0","false","6","200","2144","0.637811577950123","0.24242424242424243","0.625","0.6428571428571429","0.75","0.9411764705882353","0.7575757575757576","0.375","0.35714285714285715","0.25","0.058823529411764705"
"146","0","PnnOyy","true","0","false","17","200","2190","0.6122599207756585","0.8518518518518519","0.6744186046511628","0.7714285714285715","0.8648648648648649","0.9565217391304348","0.14814814814814814","0.32558139534883723","0.22857142857142856","0.13513513513513514","0.043478260869565216"
"143","0","PnnOyy","true","0","false","5","200","2180","0.6258780854882783","0","0.375","0.5","0.55","0.8","1","0.625","0.5","0.45","0.2"
"121","0","PnnOyy","true","0","false","100","200","2132","0.635918371578184","0","0.058823529411764705","0.3","0.45652173913043476","0.675","1","0.9411764705882353","0.7","0.5434782608695652","0.325"
