"BehaviorSpace results (NetLogo 6.2.0)"
"IdeoEpiChamber9StartTypes.nlogo"
"experiment"
"06/07/2021 21:35:22:676 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","max-motivated-bias","StartType","small-world?","motivated-bias","layout?","[step]","count turtles","count links","average-bubble","Yes.vlib","Yes.lib","Yes.m","Yes.con","Yes.vcon","No.vlib","No.lib","No.m","No.con","No.vcon"
"68","0","PnnOyy","true","0","false","2","200","2121","0.6459533791831479","0.32653061224489793","0.26785714285714285","0.35714285714285715","0.8333333333333334","1","0.673469387755102","0.7321428571428571","0.6428571428571429","0.16666666666666666","0"
"69","0","PnnOyy","true","0","false","2","200","2159","0.6327487711635152","0.058823529411764705","0.17647058823529413","0.3142857142857143","0.7241379310344828","0.696969696969697","0.9411764705882353","0.8235294117647058","0.6857142857142857","0.27586206896551724","0.30303030303030304"
"70","0","PnnOyy","true","0","false","2","200","2138","0.6415457735410665","0","0.21428571428571427","0.37142857142857144","0.46153846153846156","0.6428571428571429","1","0.7857142857142857","0.6285714285714286","0.5384615384615384","0.35714285714285715"
"71","0","PnnOyy","true","0","false","2","200","2155","0.6417489888957484","0.2","0.125","0.32857142857142857","0.5625","0.7555555555555555","0.8","0.875","0.6714285714285714","0.4375","0.24444444444444444"
"72","0","PnnOyy","true","0","false","2","200","2180","0.6288951122301456","0.16666666666666666","0.25806451612903225","0.37142857142857144","0.5714285714285714","0.8181818181818182","0.8333333333333334","0.7419354838709677","0.6285714285714286","0.42857142857142855","0.18181818181818182"
"73","0","PnnOyy","true","0","false","2","200","2163","0.6330043674480458","0","0.1891891891891892","0.4142857142857143","0.7209302325581395","0.8285714285714286","1","0.8108108108108109","0.5857142857142857","0.27906976744186046","0.17142857142857143"
"74","0","PnnOyy","true","0","false","3","200","2145","0.611441482641146","0.09090909090909091","0.2826086956521739","0.45714285714285713","0.7352941176470589","0.6428571428571429","0.9090909090909091","0.717391304347826","0.5428571428571428","0.2647058823529412","0.35714285714285715"
"75","0","PnnOyy","true","0","false","2","200","2154","0.6156469743744286","0","0.21621621621621623","0.3142857142857143","0.3953488372093023","0.5581395348837209","1","0.7837837837837838","0.6857142857142857","0.6046511627906976","0.4418604651162791"
"76","0","PnnOyy","true","0","false","2","200","2184","0.6141122994534779","0.5945945945945946","0.574468085106383","0.6428571428571429","0.9090909090909091","0.9230769230769231","0.40540540540540543","0.425531914893617","0.35714285714285715","0.09090909090909091","0.07692307692307693"
"77","0","PnnOyy","true","0","false","3","200","2161","0.6239445308279703","0.08333333333333333","0.5833333333333334","0.6285714285714286","0.8181818181818182","0.868421052631579","0.9166666666666666","0.4166666666666667","0.37142857142857144","0.18181818181818182","0.13157894736842105"
"78","0","PnnOyy","true","0","false","3","200","2177","0.6228958175921722","0.1","0.21875","0.44285714285714284","0.5625","0.8333333333333334","0.9","0.78125","0.5571428571428572","0.4375","0.16666666666666666"
"79","0","PnnOyy","true","0","false","3","200","2133","0.6295794294378203","0.25","0.3076923076923077","0.4857142857142857","0.7073170731707317","0.8571428571428571","0.75","0.6923076923076923","0.5142857142857142","0.2926829268292683","0.14285714285714285"
"80","0","PnnOyy","true","0","false","2","200","2149","0.6106854121005637","0.125","0.24390243902439024","0.4","0.5641025641025641","0.7058823529411765","0.875","0.7560975609756098","0.6","0.4358974358974359","0.29411764705882354"
"81","0","PnnOyy","true","0","false","3","200","2158","0.6317415342116146","0.08","0.2647058823529412","0.45714285714285713","0.6739130434782609","0.6","0.92","0.7352941176470589","0.5428571428571428","0.32608695652173914","0.4"
"82","0","PnnOyy","true","0","false","3","200","2156","0.6476969745153528","0.2647058823529412","0.23529411764705882","0.4857142857142857","0.7391304347826086","0.9375","0.7352941176470589","0.7647058823529411","0.5142857142857142","0.2608695652173913","0.0625"
"83","0","PnnOyy","true","0","false","3","200","2139","0.6336529998386203","0.2978723404255319","0.35384615384615387","0.44285714285714284","0.6","0.3333333333333333","0.7021276595744681","0.6461538461538462","0.5571428571428572","0.4","0.6666666666666666"
"84","0","PnnOyy","true","0","false","3","200","2156","0.6260805870012061","0.23076923076923078","0.3888888888888889","0.6714285714285714","0.7045454545454546","0.8333333333333334","0.7692307692307693","0.6111111111111112","0.32857142857142857","0.29545454545454547","0.16666666666666666"
"85","0","PnnOyy","true","0","false","2","200","2165","0.6160750298594622","0.19047619047619047","0.30952380952380953","0.4857142857142857","0.631578947368421","0.7931034482758621","0.8095238095238095","0.6904761904761905","0.5142857142857142","0.3684210526315789","0.20689655172413793"
"87","0","PnnOyy","true","0","false","3","200","2129","0.6251712977188485","0.4583333333333333","0.3902439024390244","0.4857142857142857","0.7948717948717948","0.7692307692307693","0.5416666666666666","0.6097560975609756","0.5142857142857142","0.20512820512820512","0.23076923076923078"
"86","0","PnnOyy","true","0","false","3","200","2191","0.6150791675843419","0.16666666666666666","0.21428571428571427","0.37142857142857144","0.46153846153846156","0.5454545454545454","0.8333333333333334","0.7857142857142857","0.6285714285714286","0.5384615384615384","0.45454545454545453"
"88","0","PnnOyy","true","0","false","2","200","2129","0.6528913295534864","0.043478260869565216","0.15384615384615385","0.5857142857142857","0.7777777777777778","0.8518518518518519","0.9565217391304348","0.8461538461538461","0.4142857142857143","0.2222222222222222","0.14814814814814814"
"89","0","PnnOyy","true","0","false","2","200","2150","0.6252934209597373","0.4","0.5869565217391305","0.6714285714285714","0.7352941176470589","0.85","0.6","0.41304347826086957","0.32857142857142857","0.2647058823529412","0.15"
"90","0","PnnOyy","true","0","false","2","200","2162","0.6348639818823039","0.11627906976744186","0.5102040816326531","0.7","0.8387096774193549","1","0.8837209302325582","0.4897959183673469","0.3","0.16129032258064516","0"
"91","0","PnnOyy","true","0","false","3","200","2151","0.627533950259835","0.23529411764705882","0.6046511627906976","0.44285714285714284","0.6486486486486487","0.6363636363636364","0.7647058823529411","0.3953488372093023","0.5571428571428572","0.35135135135135137","0.36363636363636365"
"92","0","PnnOyy","true","0","false","2","200","2161","0.623892233751763","0.5","0.2777777777777778","0.4714285714285714","0.5909090909090909","0.825","0.5","0.7222222222222222","0.5285714285714286","0.4090909090909091","0.175"
"93","0","PnnOyy","true","0","false","2","200","2159","0.6246078281620425","0.3888888888888889","0.39473684210526316","0.44285714285714284","0.6666666666666666","0.8125","0.6111111111111112","0.6052631578947368","0.5571428571428572","0.3333333333333333","0.1875"
"94","0","PnnOyy","true","0","false","2","200","2182","0.6182255555092293","0.47368421052631576","0.3695652173913043","0.44285714285714284","0.5882352941176471","0.8333333333333334","0.5263157894736842","0.6304347826086957","0.5571428571428572","0.4117647058823529","0.16666666666666666"
"95","0","PnnOyy","true","0","false","3","200","2156","0.612741780230636","0.3695652173913043","0.4897959183673469","0.5714285714285714","0.7096774193548387","0.75","0.6304347826086957","0.5102040816326531","0.42857142857142855","0.2903225806451613","0.25"
"96","0","PnnOyy","true","0","false","2","200","2165","0.6212308502039291","0.4772727272727273","0.5185185185185185","0.7428571428571429","0.6538461538461539","0.8333333333333334","0.5227272727272727","0.48148148148148145","0.2571428571428571","0.34615384615384615","0.16666666666666666"
"98","0","PnnOyy","true","0","false","3","200","2148","0.6204950181651645","0.3448275862068966","0.5","0.6571428571428571","0.8095238095238095","0.9047619047619048","0.6551724137931034","0.5","0.34285714285714286","0.19047619047619047","0.09523809523809523"
"97","0","PnnOyy","true","0","false","2","200","2162","0.6266027277149465","0.17647058823529413","0.275","0.38571428571428573","0.55","0.6875","0.8235294117647058","0.725","0.6142857142857143","0.45","0.3125"
"99","0","PnnOyy","true","0","false","3","200","2198","0.6110573503158849","0.3684210526315789","0.5238095238095238","0.6285714285714286","0.7631578947368421","0.8333333333333334","0.631578947368421","0.47619047619047616","0.37142857142857144","0.23684210526315788","0.16666666666666666"
"100","0","PnnOyy","true","0","false","2","200","2180","0.608233715287585","0.3888888888888889","0.40540540540540543","0.5714285714285714","0.6744186046511628","0.875","0.6111111111111112","0.5945945945945946","0.42857142857142855","0.32558139534883723","0.125"
"101","0","PnnOyy","true","0","false","2","200","2155","0.611935573202817","0.2413793103448276","0.40816326530612246","0.5142857142857142","0.6451612903225806","0.6666666666666666","0.7586206896551724","0.5918367346938775","0.4857142857142857","0.3548387096774194","0.3333333333333333"
"102","0","PnnOyy","true","0","false","3","200","2161","0.6236816396905671","0.125","0.18181818181818182","0.45714285714285713","0.5833333333333334","0.7307692307692307","0.875","0.8181818181818182","0.5428571428571428","0.4166666666666667","0.2692307692307692"
"103","0","PnnOyy","true","0","false","2","200","2195","0.6305297071013196","0.07407407407407407","0.48484848484848486","0.5285714285714286","0.6382978723404256","0.9130434782608695","0.9259259259259259","0.5151515151515151","0.4714285714285714","0.3617021276595745","0.08695652173913043"
"104","0","PnnOyy","true","0","false","3","200","2147","0.6242956546799161","0.3076923076923077","0.325","0.44285714285714284","0.775","0.7837837837837838","0.6923076923076923","0.675","0.5571428571428572","0.225","0.21621621621621623"
"106","0","PnnOyy","true","0","false","2","200","2145","0.6561850872893232","0.3125","0.3958333333333333","0.6142857142857143","0.65625","0.9411764705882353","0.6875","0.6041666666666666","0.38571428571428573","0.34375","0.058823529411764705"
"105","0","PnnOyy","true","0","false","3","200","2156","0.6224423420136328","0.3076923076923077","0.43478260869565216","0.4142857142857143","0.5882352941176471","0.7083333333333334","0.6923076923076923","0.5652173913043478","0.5857142857142857","0.4117647058823529","0.2916666666666667"
"107","0","PnnOyy","true","0","false","3","200","2149","0.6329888090864688","0.41379310344827586","0.5","0.6285714285714286","0.8125","0.7619047619047619","0.5862068965517241","0.5","0.37142857142857144","0.1875","0.23809523809523808"
"108","0","PnnOyy","true","0","false","2","200","2141","0.61466897297279","0.25","0.29545454545454547","0.5714285714285714","0.5833333333333334","0.7666666666666667","0.75","0.7045454545454546","0.42857142857142855","0.4166666666666667","0.23333333333333334"
"110","0","PnnOyy","true","0","false","3","200","2162","0.6236242443698421","0.1724137931034483","0.4222222222222222","0.5285714285714286","0.6857142857142857","0.9047619047619048","0.8275862068965517","0.5777777777777777","0.4714285714285714","0.3142857142857143","0.09523809523809523"
"109","0","PnnOyy","true","0","false","3","200","2145","0.6162864821954264","0.14285714285714285","0.2926829268292683","0.37142857142857144","0.5384615384615384","0.7727272727272727","0.8571428571428571","0.7073170731707317","0.6285714285714286","0.46153846153846156","0.22727272727272727"
"111","0","PnnOyy","true","0","false","3","200","2176","0.623110978954094","0.13333333333333333","0.35","0.45714285714285713","0.675","0.7142857142857143","0.8666666666666667","0.65","0.5428571428571428","0.325","0.2857142857142857"
"112","0","PnnOyy","true","0","false","2","200","2146","0.6213295322850609","0.625","0.46153846153846156","0.5714285714285714","0.5853658536585366","0.8076923076923077","0.375","0.5384615384615384","0.42857142857142855","0.4146341463414634","0.19230769230769232"
"114","0","PnnOyy","true","0","false","2","200","2170","0.6421939415035421","0.08571428571428572","0.2857142857142857","0.45714285714285713","0.6153846153846154","0.8","0.9142857142857143","0.7142857142857143","0.5428571428571428","0.38461538461538464","0.2"
"113","0","PnnOyy","true","0","false","2","200","2160","0.6327996777438526","0.05","0.35294117647058826","0.35714285714285715","0.5434782608695652","0.6666666666666666","0.95","0.6470588235294118","0.6428571428571429","0.45652173913043476","0.3333333333333333"
"115","0","PnnOyy","true","0","false","3","200","2185","0.6141122007388401","0.21875","0.1702127659574468","0.4142857142857143","0.42424242424242425","0.6111111111111112","0.78125","0.8297872340425532","0.5857142857142857","0.5757575757575758","0.3888888888888889"
